index,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyRate_cat,DistanceFromHome_cat,HourlyRate_cat,MonthlyIncome_cat,MonthlyRate_cat,TotalWorkingYears_cat,YearsAtCompany_cat,YearsInCurrentRole_cat,MonthlyRatetoIncomeDiff,MonthlyRatetoIncomeDiff_cat
21,36,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,1,27,3,Male,82,2,1,Sales Representative,1,Single,3407,6986,7,Y,No,23,4,2,80,0,10,4,3,5,3,0,3,>1200,5-10,>80,2500-5000,5000-10000,5 to 10,<5,2 to 4,3579,0k to 5k
1424,35,0,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,48,3,2,Research Scientist,3,Single,5098,18698,1,Y,No,19,3,2,80,0,10,5,3,10,7,0,8,>1200,5-10,40-60,5000-7500,15000-20000,5 to 10,5 to 10,6 to 8,13600,10k-15k
843,26,0,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,>1200,2-5,>80,2500-5000,10000-15000,5 to 10,5 to 10,6 to 8,9001,5k-10k
204,38,1,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0,800-1200,>20,60-80,5000-7500,10000-15000,15 to 20,<5,<2,4681,0k to 5k
497,44,0,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,4,Male,35,3,5,Manager,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1,>1200,2-5,<40,>10000,5000-10000,25 to 30,<5,<2,-10155,<0
186,40,0,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,4,Female,46,3,5,Manager,3,Married,19033,6499,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9,800-1200,2-5,40-60,>10000,5000-10000,20 to 25,15 to 20,6 to 8,-12534,<0
287,38,0,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2,400-800,>20,>80,5000-7500,15000-20000,5 to 10,<5,<2,13154,10k-15k
460,26,0,Travel_Rarely,775,Sales,29,2,Medical,1,618,1,Male,45,3,2,Sales Executive,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0,400-800,>20,40-60,2500-5000,<5000,5 to 10,,<2,-39,<0
328,33,0,Travel_Frequently,508,Sales,10,3,Marketing,1,446,2,Male,46,2,2,Sales Executive,4,Single,4682,4317,3,Y,No,14,3,3,80,0,9,6,2,7,7,0,1,400-800,5-10,40-60,2500-5000,<5000,5 to 10,5 to 10,6 to 8,-365,<0
832,37,0,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,<400,>20,40-60,5000-7500,15000-20000,5 to 10,5 to 10,<2,11440,10k-15k
1281,35,1,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,84,3,2,Sales Executive,4,Single,5813,13492,1,Y,Yes,18,3,4,80,0,10,2,3,10,7,7,7,<400,>20,>80,5000-7500,10000-15000,5 to 10,5 to 10,6 to 8,7679,5k-10k
489,43,0,Travel_Rarely,782,Research & Development,6,4,Other,1,661,2,Male,50,2,4,Research Director,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0,400-800,5-10,40-60,>10000,<5000,20 to 25,<5,<2,-13956,<0
473,49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,4,Male,58,2,5,Research Director,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9,>1200,15-20,40-60,>10000,<5000,>30,>20,>8,-17377,<0
1250,29,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,400-800,<2,60-80,5000-7500,20000-25000,5 to 10,<5,<2,16766,15k-20k
934,25,0,Travel_Rarely,266,Research & Development,1,3,Medical,1,1303,4,Female,40,3,1,Research Scientist,2,Single,2096,18830,1,Y,No,18,3,4,80,0,2,3,2,2,2,2,1,<400,<2,<40,<2500,15000-20000,<5,<5,<2,16734,15k-20k
292,31,0,Travel_Frequently,444,Sales,5,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2,400-800,2-5,>80,2500-5000,<5000,<5,<5,<2,1120,0k to 5k
742,50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,800-1200,5-10,60-80,<2500,20000-25000,5 to 10,<5,<2,17785,15k-20k
1450,35,0,Travel_Rarely,1146,Human Resources,26,4,Life Sciences,1,2040,3,Female,31,3,3,Human Resources,4,Single,8837,16642,1,Y,Yes,16,3,3,80,0,9,2,3,9,0,1,7,800-1200,>20,<40,7500-10000,15000-20000,5 to 10,5 to 10,<2,7805,5k-10k
209,46,0,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,4,Male,97,3,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3,400-800,<2,>80,7500-10000,10000-15000,15 to 20,<5,<2,2972,0k to 5k
908,33,0,Travel_Rarely,536,Sales,10,5,Marketing,1,1268,4,Male,82,4,3,Sales Executive,3,Divorced,8380,21708,0,Y,Yes,14,3,4,80,2,10,3,3,9,8,0,8,400-800,5-10,>80,7500-10000,20000-25000,5 to 10,5 to 10,6 to 8,13328,10k-15k
798,33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,800-1200,>20,40-60,<2500,<5000,<5,<5,<2,680,0k to 5k
69,36,1,Travel_Rarely,318,Research & Development,9,3,Medical,1,90,4,Male,79,2,1,Research Scientist,3,Married,3388,21777,0,Y,Yes,17,3,1,80,1,2,0,2,1,0,0,0,<400,5-10,60-80,2500-5000,20000-25000,<5,<5,<2,18389,15k-20k
834,34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,>1200,5-10,60-80,5000-7500,5000-10000,5 to 10,5 to 10,4 to 6,115,0k to 5k
207,36,0,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,2,Female,73,3,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7,400-800,15-20,60-80,<2500,5000-10000,5 to 10,5 to 10,<2,5550,5k-10k
1172,29,0,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,5869,23413,9,Y,No,11,3,3,80,0,8,2,3,5,2,1,4,400-800,5-10,40-60,5000-7500,20000-25000,5 to 10,<5,<2,17544,15k-20k
628,37,0,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,24558,4,Y,No,19,3,4,80,2,9,2,3,1,0,0,0,<400,15-20,60-80,5000-7500,20000-25000,5 to 10,<5,<2,18224,15k-20k
377,36,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,Y,No,13,3,2,80,1,6,3,3,2,2,2,2,<400,<2,>80,2500-5000,10000-15000,5 to 10,<5,<2,9325,5k-10k
749,52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,<400,<2,40-60,>10000,>25000,>30,>20,>8,6001,5k-10k
194,45,0,Non-Travel,1195,Research & Development,2,2,Medical,1,264,1,Male,65,2,4,Manager,4,Married,16792,20462,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8,800-1200,<2,60-80,>10000,20000-25000,20 to 25,15 to 20,6 to 8,3670,0k to 5k
171,19,1,Travel_Frequently,602,Sales,1,1,Technical Degree,1,235,3,Female,100,1,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0,400-800,<2,>80,<2500,20000-25000,<5,,<2,18664,15k-20k
1070,28,0,Travel_Frequently,467,Sales,7,3,Life Sciences,1,1507,3,Male,55,3,2,Sales Executive,1,Single,4898,11827,0,Y,No,14,3,4,80,0,5,5,3,4,2,1,3,400-800,5-10,40-60,2500-5000,10000-15000,<5,<5,<2,6929,5k-10k
862,44,0,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,<400,15-20,60-80,<2500,<5000,5 to 10,,<2,1989,0k to 5k
946,40,1,Travel_Rarely,299,Sales,25,4,Marketing,1,1318,4,Male,57,2,3,Sales Executive,2,Single,9094,17235,2,Y,Yes,12,3,3,80,0,9,2,3,5,4,1,0,<400,>20,40-60,7500-10000,15000-20000,5 to 10,<5,2 to 4,8141,5k-10k
1160,45,0,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5770,5388,1,Y,No,19,3,1,80,2,10,3,3,10,7,3,9,>1200,<2,40-60,5000-7500,5000-10000,5 to 10,5 to 10,6 to 8,-382,<0
183,50,0,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,3,Male,86,2,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2,<400,<2,>80,2500-5000,<5000,<5,<5,<2,-265,<0
1370,47,0,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,64,3,2,Research Scientist,2,Married,5467,2125,8,Y,No,18,3,3,80,1,16,4,4,8,7,1,7,800-1200,10-15,60-80,5000-7500,<5000,15 to 20,5 to 10,6 to 8,-3342,<0
397,25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,12090,1,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3,800-1200,2-5,>80,2500-5000,10000-15000,<5,<5,2 to 4,7603,5k-10k
49,35,0,Travel_Rarely,1229,Research & Development,8,1,Life Sciences,1,63,4,Male,36,4,1,Laboratory Technician,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,>1200,5-10,<40,<2500,<5000,<5,<5,<2,2623,0k to 5k
166,41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8,400-800,10-15,40-60,<2500,<5000,10 to 15,5 to 10,6 to 8,2158,0k to 5k
295,42,0,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,77,3,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8,400-800,>20,60-80,>10000,10000-15000,20 to 25,15 to 20,2 to 4,1339,0k to 5k
853,19,0,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,400-800,5-10,40-60,2500-5000,5000-10000,<5,<5,<2,4620,0k to 5k
637,32,0,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882,4,Male,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,Y,No,12,3,2,80,1,4,2,3,3,0,0,2,<400,<2,60-80,<2500,5000-10000,<5,<5,<2,6834,5k-10k
857,44,1,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,800-1200,5-10,>80,2500-5000,10000-15000,5 to 10,5 to 10,2 to 4,7890,5k-10k
984,28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,1,1387,3,Male,48,2,2,Sales Executive,1,Married,4724,24232,1,Y,No,11,3,3,80,1,5,0,3,5,3,0,4,400-800,>20,40-60,2500-5000,20000-25000,<5,<5,2 to 4,19508,15k-20k
1349,26,0,Travel_Rarely,482,Research & Development,1,2,Life Sciences,1,1893,2,Female,90,2,1,Research Scientist,3,Married,2933,14908,1,Y,Yes,13,3,3,80,1,1,3,2,1,0,1,0,400-800,<2,>80,2500-5000,10000-15000,<5,<5,<2,11975,10k-15k
773,36,0,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,400-800,10-15,40-60,7500-10000,15000-20000,10 to 15,10 to 15,6 to 8,6811,5k-10k
788,28,0,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,800-1200,5-10,40-60,2500-5000,5000-10000,5 to 10,5 to 10,6 to 8,4249,0k to 5k
97,28,0,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,Y,No,15,3,2,80,0,5,3,4,5,4,0,4,<400,2-5,40-60,2500-5000,5000-10000,<5,<5,2 to 4,4642,0k to 5k
1307,28,0,Travel_Rarely,1217,Research & Development,1,3,Medical,1,1834,3,Female,67,3,1,Research Scientist,1,Married,3591,12719,1,Y,No,25,4,3,80,1,3,3,3,3,2,1,2,>1200,<2,60-80,2500-5000,10000-15000,<5,<5,<2,9128,5k-10k
1308,38,0,Travel_Rarely,723,Sales,2,4,Marketing,1,1835,2,Female,77,1,2,Sales Representative,4,Married,5405,4244,2,Y,Yes,20,4,1,80,2,20,4,2,4,2,0,3,400-800,<2,60-80,5000-7500,<5000,15 to 20,<5,<2,-1161,<0
903,29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1260,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623,4204,1,Y,Yes,11,3,2,80,2,6,2,3,6,0,1,0,>1200,5-10,>80,5000-7500,<5000,5 to 10,5 to 10,<2,-2419,<0
1248,27,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,800-1200,5-10,60-80,2500-5000,5000-10000,5 to 10,5 to 10,<2,2707,0k to 5k
498,22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,1,Male,69,3,1,Research Scientist,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2,400-800,5-10,60-80,2500-5000,10000-15000,<5,<5,<2,9372,5k-10k
693,36,1,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,7,3,7,400-800,2-5,40-60,>10000,5000-10000,15 to 20,15 to 20,6 to 8,-4807,<0
185,33,0,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,4,Female,72,3,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6,800-1200,10-15,60-80,2500-5000,<5000,5 to 10,5 to 10,6 to 8,1917,0k to 5k
820,35,0,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,800-1200,10-15,40-60,2500-5000,15000-20000,<5,<5,<2,13532,10k-15k
233,50,0,Travel_Rarely,854,Sales,1,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,19517,24118,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6,800-1200,<2,60-80,>10000,20000-25000,>30,5 to 10,<2,4601,0k to 5k
530,27,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7,400-800,<2,60-80,5000-7500,5000-10000,5 to 10,5 to 10,6 to 8,-1403,<0
527,32,0,Travel_Rarely,929,Sales,10,3,Marketing,1,722,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,800-1200,5-10,40-60,5000-7500,20000-25000,5 to 10,5 to 10,6 to 8,16307,15k-20k
106,50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,141,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7,800-1200,<2,60-80,>10000,5000-10000,25 to 30,5 to 10,2 to 4,-8417,<0
1198,33,0,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,5368,16130,1,Y,Yes,25,4,3,80,1,7,2,3,6,5,1,2,400-800,15-20,<40,5000-7500,15000-20000,5 to 10,5 to 10,4 to 6,10762,10k-15k
669,39,1,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932,4,Male,70,3,1,Laboratory Technician,1,Married,2404,4303,7,Y,Yes,21,4,4,80,0,8,2,1,2,2,2,2,800-1200,5-10,60-80,<2500,<5000,5 to 10,<5,<2,1899,0k to 5k
1368,34,0,Travel_Frequently,735,Research & Development,22,4,Other,1,1932,3,Male,86,2,2,Research Scientist,4,Married,5747,26496,1,Y,Yes,15,3,2,80,0,16,3,3,15,10,6,11,400-800,>20,>80,5000-7500,>25000,15 to 20,10 to 15,>8,20749,>20k
332,54,0,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,4,Female,31,3,2,Research Scientist,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,800-1200,15-20,<40,2500-5000,15000-20000,15 to 20,<5,2 to 4,12016,10k-15k
977,34,0,Non-Travel,999,Research & Development,26,1,Technical Degree,1,1374,1,Female,92,2,1,Research Scientist,3,Divorced,2029,15891,1,Y,No,20,4,3,80,3,5,2,3,5,4,0,0,800-1200,>20,>80,<2500,15000-20000,<5,<5,2 to 4,13862,10k-15k
1177,50,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,13269,21981,5,Y,No,15,3,3,80,3,19,3,3,14,11,1,11,800-1200,15-20,40-60,>10000,20000-25000,15 to 20,10 to 15,>8,8712,5k-10k
1406,54,0,Travel_Rarely,157,Research & Development,10,3,Medical,1,1980,3,Female,77,3,2,Manufacturing Director,1,Single,4440,25198,6,Y,Yes,19,3,4,80,0,9,3,3,5,2,1,4,<400,5-10,60-80,2500-5000,>25000,5 to 10,<5,<2,20758,>20k
605,38,0,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837,1,Male,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,Y,No,15,3,3,80,1,13,3,2,4,3,1,2,400-800,10-15,40-60,5000-7500,<5000,10 to 15,<5,2 to 4,-2004,<0
785,40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,>1200,15-20,60-80,>10000,>25000,10 to 15,10 to 15,>8,16220,15k-20k
695,37,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,400-800,<2,40-60,>10000,10000-15000,15 to 20,10 to 15,<2,4313,0k to 5k
1432,37,0,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,15471,1,Y,Yes,25,4,1,80,1,16,2,3,16,11,6,8,<400,5-10,40-60,>10000,15000-20000,15 to 20,15 to 20,>8,1727,0k to 5k
1224,26,0,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,<400,15-20,60-80,<2500,5000-10000,<5,<5,<2,3912,0k to 5k
985,31,1,Travel_Rarely,330,Research & Development,22,4,Medical,1,1389,4,Male,98,3,2,Manufacturing Director,3,Married,6179,21057,1,Y,Yes,15,3,4,80,2,10,3,2,10,2,6,7,<400,>20,>80,5000-7500,20000-25000,5 to 10,5 to 10,<2,14878,10k-15k
982,38,0,Travel_Frequently,693,Research & Development,7,3,Life Sciences,1,1382,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,Y,No,11,3,4,80,3,4,2,3,4,2,0,3,400-800,5-10,40-60,2500-5000,15000-20000,<5,<5,<2,13138,10k-15k
1270,34,0,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,6029,25353,5,Y,No,12,3,1,80,0,6,3,3,2,2,2,2,400-800,2-5,<40,5000-7500,>25000,5 to 10,<5,<2,19324,15k-20k
986,39,0,Travel_Rarely,1498,Sales,21,4,Life Sciences,1,1390,1,Male,44,2,2,Sales Executive,4,Married,6120,3567,3,Y,Yes,12,3,4,80,2,8,2,4,5,4,1,4,>1200,>20,40-60,5000-7500,<5000,5 to 10,<5,2 to 4,-2553,<0
1034,45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,800-1200,15-20,>80,>10000,15000-20000,20 to 25,5 to 10,6 to 8,9012,5k-10k
760,53,0,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,<400,<2,<40,7500-10000,20000-25000,25 to 30,10 to 15,6 to 8,16012,15k-20k
272,28,0,Travel_Rarely,1158,Research & Development,9,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4,800-1200,5-10,>80,<2500,<5000,<5,<5,<2,543,0k to 5k
931,30,0,Non-Travel,879,Research & Development,9,2,Medical,1,1298,3,Female,72,3,2,Manufacturing Director,3,Single,4695,12858,7,Y,Yes,18,3,3,80,0,10,3,3,8,4,1,7,800-1200,5-10,60-80,2500-5000,10000-15000,5 to 10,5 to 10,2 to 4,8163,5k-10k
115,37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,Y,No,12,3,1,80,0,12,3,3,5,3,1,3,800-1200,2-5,>80,5000-7500,10000-15000,10 to 15,<5,2 to 4,7078,5k-10k
268,45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,13496,7501,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10,>1200,15-20,60-80,>10000,5000-10000,20 to 25,15 to 20,6 to 8,-5995,<0
635,35,0,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880,4,Female,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Y,Yes,20,4,2,80,1,17,2,3,17,14,5,15,400-800,5-10,60-80,>10000,20000-25000,15 to 20,15 to 20,>8,12772,10k-15k
136,51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,179,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,Y,No,15,3,4,80,0,18,2,3,4,2,0,3,800-1200,5-10,40-60,>10000,>25000,15 to 20,<5,<2,14500,10k-15k
580,35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,Y,No,16,3,2,80,1,3,1,2,3,2,0,2,<400,5-10,60-80,2500-5000,20000-25000,<5,<5,<2,17745,15k-20k
854,45,0,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,>1200,5-10,>80,2500-5000,20000-25000,5 to 10,<5,<2,15623,15k-20k
324,30,0,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,4,Female,64,3,2,Research Scientist,4,Married,5775,11934,1,Y,No,13,3,4,80,2,11,2,3,10,8,1,9,>1200,>20,60-80,5000-7500,10000-15000,10 to 15,5 to 10,6 to 8,6159,5k-10k
280,53,0,Travel_Rarely,1070,Research & Development,3,4,Medical,1,386,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3,800-1200,2-5,40-60,>10000,20000-25000,20 to 25,<5,2 to 4,3432,0k to 5k
404,28,0,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,13535,1,Y,No,12,3,4,80,1,10,2,3,10,0,1,8,>1200,15-20,60-80,2500-5000,10000-15000,5 to 10,5 to 10,<2,8977,5k-10k
1294,41,0,Travel_Rarely,447,Research & Development,5,3,Life Sciences,1,1814,2,Male,85,4,2,Healthcare Representative,2,Single,6870,15530,3,Y,No,12,3,1,80,0,11,3,1,3,2,1,2,400-800,2-5,>80,5000-7500,15000-20000,10 to 15,<5,<2,8660,5k-10k
1261,38,0,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,5811,24539,3,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0,800-1200,15-20,40-60,5000-7500,20000-25000,10 to 15,<5,<2,18728,15k-20k
1321,47,0,Travel_Rarely,207,Research & Development,9,4,Life Sciences,1,1856,2,Female,64,3,1,Laboratory Technician,3,Single,2105,5411,4,Y,No,12,3,3,80,0,7,2,3,2,2,2,0,<400,5-10,60-80,<2500,5000-10000,5 to 10,<5,<2,3306,0k to 5k
1440,36,0,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,9192,7,Y,No,13,3,2,80,3,18,3,3,4,2,0,2,400-800,2-5,>80,5000-7500,5000-10000,15 to 20,<5,<2,4061,0k to 5k
421,29,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1,400-800,>20,60-80,2500-5000,15000-20000,5 to 10,<5,<2,15754,15k-20k
1262,43,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,2437,15587,9,Y,Yes,16,3,4,80,1,6,4,3,1,0,0,0,800-1200,15-20,<40,<2500,15000-20000,5 to 10,<5,<2,13150,10k-15k
